user_id,pan,fy,income_head,deductor_name,deductor_tan,gross_amount_inr,tds_amount_inr,section,quarter,date_of_credit
USR000531,KTEPQ9588Z,2024-25,SALARY,SmallBiz LLP,BLOR26017E,1982168.89,198216.89,192,Q1,2025-01-07
USR000817,WLPPG3311J,2024-25,SB_INTEREST,SmallBiz LLP,BLOR39860E,3490.69,349.07,194A,Q2,2025-03-15
USR000817,WLPPG3311J,2024-25,PROFESSIONAL_FEE,SmallBiz LLP,CHEN31884E,263329.31,26332.93,194J,Q2,2024-09-27
USR000817,WLPPG3311J,2024-25,MF_DIVIDEND,Acme Corp Pvt Ltd,MUMR97738A,364841.24,36484.12,194K,Q1,2024-11-08
USR000817,WLPPG3311J,2024-25,EQUITY_DIVIDEND,Self,DELI29213D,433034.21,43303.42,194,Q4,2024-05-29
USR000817,WLPPG3311J,2024-25,PROFESSIONAL_FEE,Self,CHEN64341D,261227.54,26122.75,194J,Q2,2025-01-01
USR000817,WLPPG3311J,2024-25,RENT,HDFC Bank,HYDR81058C,32927.46,3292.75,194I,Q2,2024-07-18
USR000817,WLPPG3311J,2024-25,BUSINESS_INCOME,ICICI Bank,CHEN89023C,84863.8,0.0,,Q3,2024-09-22
USR000817,WLPPG3311J,2024-25,PROFESSIONAL_FEE,HDFC Bank,BLOR57918D,177799.7,17779.97,194J,Q4,2024-12-04
USR000908,YHNPF7215O,2024-25,SB_INTEREST,Acme Corp Pvt Ltd,MUMR38226D,865.28,86.53,194A,Q4,2024-12-06
USR000908,YHNPF7215O,2024-25,PROFESSIONAL_FEE,SBI,MUMR75129D,133180.44,13318.04,194J,Q3,2024-05-16
USR000908,YHNPF7215O,2024-25,BUSINESS_INCOME,HDFC Bank,MUMR15010A,151977.91,0.0,,Q4,2025-03-14
USR000908,YHNPF7215O,2024-25,PROFESSIONAL_FEE,TechSoft Solutions,BLOR18535C,187672.52,18767.25,194J,Q3,2024-06-08
USR000601,HICPU7498U,2024-25,PROFESSIONAL_FEE,Acme Corp Pvt Ltd,BLOR20726B,108187.93,10818.79,194J,Q1,2024-12-02
USR000601,HICPU7498U,2024-25,SALARY,Self,DELI95857B,375322.88,37532.29,192,Q2,2024-08-07
USR000601,HICPU7498U,2024-25,SALARY,SBI,MUMR61319C,2156358.13,215635.81,192,Q2,2025-03-15
USR000601,HICPU7498U,2024-25,MF_DIVIDEND,SmallBiz LLP,DELI40763C,220472.59,22047.26,194K,Q3,2024-06-07
USR000601,HICPU7498U,2024-25,RENT,TechSoft Solutions,BLOR48527D,425004.46,42500.45,194I,Q4,2024-07-17
USR000028,UFVPR3394S,2024-25,MF_DIVIDEND,HDFC Bank,HYDR93939D,272148.73,27214.87,194K,Q4,2024-04-22
USR000028,UFVPR3394S,2024-25,SB_INTEREST,TechSoft Solutions,MUMR13375B,3665.62,366.56,194A,Q3,2024-08-27
USR000935,VKIPP8329B,2024-25,PROFESSIONAL_FEE,Acme Corp Pvt Ltd,MUMR21588D,163573.76,16357.38,194J,Q2,2024-05-04
USR000935,VKIPP8329B,2024-25,FD_INTEREST,SBI,CHEN19939A,55355.62,5535.56,194A,Q3,2025-03-27
USR000935,VKIPP8329B,2024-25,BUSINESS_INCOME,ICICI Bank,HYDR90833D,454287.82,0.0,,Q1,2024-09-29
USR000935,VKIPP8329B,2024-25,SALARY,Acme Corp Pvt Ltd,HYDR73109C,961935.4,96193.54,192,Q4,2024-06-30
USR000935,VKIPP8329B,2024-25,FD_INTEREST,SmallBiz LLP,MUMR36097D,186794.03,18679.4,194A,Q2,2024-08-30
USR000935,VKIPP8329B,2024-25,BUSINESS_INCOME,TechSoft Solutions,HYDR24322B,222225.42,0.0,,Q2,2024-11-15
USR000287,FAGPG1496Z,2024-25,BUSINESS_INCOME,TechSoft Solutions,BLOR36931D,330970.54,0.0,,Q4,2025-03-03
USR000287,FAGPG1496Z,2024-25,SALARY,TechSoft Solutions,CHEN74452E,1028522.91,102852.29,192,Q4,2025-01-30
USR000287,FAGPG1496Z,2024-25,MF_DIVIDEND,HDFC Bank,MUMR99461B,390109.65,39010.97,194K,Q2,2024-08-20
USR000287,FAGPG1496Z,2024-25,RENT,Self,MUMR10011C,240860.92,24086.09,194I,Q1,2025-01-20
USR000287,FAGPG1496Z,2024-25,MF_DIVIDEND,Acme Corp Pvt Ltd,HYDR53050B,335332.04,33533.2,194K,Q2,2024-11-06
USR000734,WIJPS2392I,2024-25,SALARY,Reliance Industries,MUMR55525E,1211887.63,121188.76,192,Q3,2024-11-29
USR000734,WIJPS2392I,2024-25,RENT,Self,MUMR87726D,481673.58,48167.36,194I,Q3,2024-09-11
USR000734,WIJPS2392I,2024-25,BUSINESS_INCOME,Reliance Industries,CHEN20206A,421476.02,0.0,,Q1,2024-10-05
USR000734,WIJPS2392I,2024-25,PROFESSIONAL_FEE,SmallBiz LLP,MUMR87230C,470449.67,47044.97,194J,Q4,2025-03-05
USR000734,WIJPS2392I,2024-25,SB_INTEREST,Self,DELI80164D,13533.98,1353.4,194A,Q3,2025-02-07
USR000734,WIJPS2392I,2024-25,FD_INTEREST,Reliance Industries,MUMR24734E,207647.55,20764.76,194A,Q1,2024-10-27
USR000734,WIJPS2392I,2024-25,FD_INTEREST,TechSoft Solutions,HYDR89492B,234858.3,23485.83,194A,Q2,2024-04-08
USR000734,WIJPS2392I,2024-25,RENT,SBI,DELI34258C,15761.22,1576.12,194I,Q2,2024-07-08
USR000986,XNOPY5328U,2024-25,EQUITY_DIVIDEND,Acme Corp Pvt Ltd,CHEN97963D,96909.71,9690.97,194,Q3,2024-07-16
USR000986,XNOPY5328U,2024-25,BUSINESS_INCOME,Self,CHEN12616C,467122.8,0.0,,Q2,2024-04-18
USR000986,XNOPY5328U,2024-25,SALARY,Reliance Industries,HYDR35623A,1760818.92,176081.89,192,Q4,2024-12-03
USR000986,XNOPY5328U,2024-25,EQUITY_DIVIDEND,Self,MUMR26289A,67811.02,6781.1,194,Q2,2025-03-02
USR000986,XNOPY5328U,2024-25,FD_INTEREST,TechSoft Solutions,DELI54525D,206295.36,20629.54,194A,Q2,2024-07-10
USR000986,XNOPY5328U,2024-25,EQUITY_DIVIDEND,Acme Corp Pvt Ltd,HYDR50459D,9820.29,982.03,194,Q2,2025-03-31
USR000076,MWCPZ4984W,2024-25,SALARY,TechSoft Solutions,BLOR43812D,2078268.55,207826.86,192,Q2,2024-10-13
USR000076,MWCPZ4984W,2024-25,SB_INTEREST,SmallBiz LLP,DELI89901E,564.42,56.44,194A,Q3,2024-09-08
USR000461,SMAPF9030G,2024-25,PROFESSIONAL_FEE,ICICI Bank,MUMR26922A,411387.89,41138.79,194J,Q3,2025-02-09
USR000461,SMAPF9030G,2024-25,BUSINESS_INCOME,TechSoft Solutions,MUMR54676C,282932.3,0.0,,Q3,2025-03-26
USR000461,SMAPF9030G,2024-25,RENT,HDFC Bank,CHEN77903A,433871.45,43387.15,194I,Q3,2024-11-12
USR000461,SMAPF9030G,2024-25,RENT,Self,HYDR52718C,176489.12,17648.91,194I,Q1,2024-09-25
USR000461,SMAPF9030G,2024-25,FD_INTEREST,ICICI Bank,CHEN23065B,162620.81,16262.08,194A,Q1,2024-10-05
USR000429,YDMPB7946P,2024-25,PROFESSIONAL_FEE,Acme Corp Pvt Ltd,BLOR25959B,64454.01,6445.4,194J,Q3,2024-10-25
USR000429,YDMPB7946P,2024-25,SB_INTEREST,ICICI Bank,MUMR21300D,11071.64,1107.16,194A,Q2,2025-01-13
USR000429,YDMPB7946P,2024-25,PROFESSIONAL_FEE,HDFC Bank,BLOR36937E,60261.79,6026.18,194J,Q2,2024-08-13
USR000429,YDMPB7946P,2024-25,BUSINESS_INCOME,HDFC Bank,CHEN61692A,458580.07,0.0,,Q1,2024-05-31
USR000429,YDMPB7946P,2024-25,FD_INTEREST,HDFC Bank,BLOR60886D,192779.58,19277.96,194A,Q2,2024-04-08
USR000429,YDMPB7946P,2024-25,BUSINESS_INCOME,TechSoft Solutions,BLOR16920D,217355.77,0.0,,Q4,2025-02-28
USR000370,KFUPE6994R,2024-25,MF_DIVIDEND,HDFC Bank,MUMR79034C,108305.69,10830.57,194K,Q1,2025-01-05
USR000236,ZFYPJ5854C,2024-25,SB_INTEREST,TechSoft Solutions,BLOR13130E,11733.91,1173.39,194A,Q4,2024-10-24
USR000236,ZFYPJ5854C,2024-25,BUSINESS_INCOME,Acme Corp Pvt Ltd,BLOR79577A,245502.92,0.0,,Q4,2024-12-31
USR000236,ZFYPJ5854C,2024-25,BUSINESS_INCOME,SBI,HYDR62386A,392192.37,0.0,,Q1,2024-10-18
USR000236,ZFYPJ5854C,2024-25,EQUITY_DIVIDEND,Reliance Industries,CHEN51119A,491684.81,49168.48,194,Q1,2024-09-24
USR000236,ZFYPJ5854C,2024-25,PROFESSIONAL_FEE,SBI,HYDR14524B,342245.96,34224.6,194J,Q1,2024-05-24
USR000295,HCJPF6974E,2024-25,BUSINESS_INCOME,Reliance Industries,DELI62000C,280046.94,0.0,,Q4,2024-07-12
USR000166,IHQPY1253V,2024-25,EQUITY_DIVIDEND,Acme Corp Pvt Ltd,DELI79147C,414801.81,41480.18,194,Q2,2024-07-27
USR000166,IHQPY1253V,2024-25,EQUITY_DIVIDEND,Reliance Industries,BLOR45692E,38695.5,3869.55,194,Q4,2024-06-23
USR000166,IHQPY1253V,2024-25,BUSINESS_INCOME,Self,MUMR15377D,380232.1,0.0,,Q3,2025-03-08
USR000392,QCSPI8684E,2024-25,PROFESSIONAL_FEE,HDFC Bank,DELI42949D,16748.38,1674.84,194J,Q2,2024-07-01
USR000392,QCSPI8684E,2024-25,SALARY,ICICI Bank,MUMR38117A,360897.77,36089.78,192,Q1,2024-07-07
USR000392,QCSPI8684E,2024-25,RENT,TechSoft Solutions,HYDR19374B,113962.04,11396.2,194I,Q4,2024-09-14
USR000392,QCSPI8684E,2024-25,PROFESSIONAL_FEE,SBI,BLOR94800D,155905.13,15590.51,194J,Q2,2024-06-06
USR000392,QCSPI8684E,2024-25,MF_DIVIDEND,Self,HYDR87823E,326009.78,32600.98,194K,Q3,2024-09-23
USR000392,QCSPI8684E,2024-25,RENT,SmallBiz LLP,MUMR91281D,486466.47,48646.65,194I,Q3,2025-03-23
USR000392,QCSPI8684E,2024-25,MF_DIVIDEND,SmallBiz LLP,MUMR40795E,496529.43,49652.94,194K,Q2,2024-04-02
USR000207,BOGPO2297P,2024-25,SB_INTEREST,Reliance Industries,DELI18880C,2788.77,278.88,194A,Q2,2025-02-16
USR000207,BOGPO2297P,2024-25,SB_INTEREST,HDFC Bank,HYDR38415B,14614.31,1461.43,194A,Q2,2024-10-25
USR000207,BOGPO2297P,2024-25,SALARY,HDFC Bank,DELI56677C,816935.71,81693.57,192,Q3,2024-07-05
USR000419,DXPPS7189A,2024-25,EQUITY_DIVIDEND,SBI,BLOR66592D,226120.1,22612.01,194,Q1,2024-10-18
USR000419,DXPPS7189A,2024-25,PROFESSIONAL_FEE,ICICI Bank,HYDR83836D,476737.12,47673.71,194J,Q4,2024-12-23
USR000419,DXPPS7189A,2024-25,BUSINESS_INCOME,TechSoft Solutions,MUMR52129C,49661.22,0.0,,Q2,2024-12-29
USR000423,VPSPL5733X,2024-25,SB_INTEREST,Reliance Industries,BLOR29515B,1134.1,113.41,194A,Q1,2025-03-06
USR000423,VPSPL5733X,2024-25,SB_INTEREST,SmallBiz LLP,MUMR74612B,4303.38,430.34,194A,Q4,2024-07-06
USR000423,VPSPL5733X,2024-25,MF_DIVIDEND,Acme Corp Pvt Ltd,HYDR48586A,214031.22,21403.12,194K,Q4,2024-11-13
USR000755,LNTPM0078Q,2024-25,SB_INTEREST,ICICI Bank,CHEN40375D,7472.14,747.21,194A,Q1,2025-02-18
USR000755,LNTPM0078Q,2024-25,FD_INTEREST,ICICI Bank,HYDR32615C,6748.52,0.0,194A,Q3,2025-01-23
USR000755,LNTPM0078Q,2024-25,BUSINESS_INCOME,Reliance Industries,CHEN66067B,314908.55,0.0,,Q2,2024-11-18
USR000755,LNTPM0078Q,2024-25,EQUITY_DIVIDEND,TechSoft Solutions,HYDR61063A,382488.07,38248.81,194,Q4,2024-08-02
USR000755,LNTPM0078Q,2024-25,BUSINESS_INCOME,TechSoft Solutions,BLOR81136C,110772.46,0.0,,Q1,2024-10-07
USR000755,LNTPM0078Q,2024-25,SALARY,ICICI Bank,DELI87532D,3132734.9,313273.49,192,Q4,2025-01-14
USR000755,LNTPM0078Q,2024-25,RENT,Reliance Industries,DELI60464C,35344.77,3534.48,194I,Q4,2024-06-27
USR000755,LNTPM0078Q,2024-25,SALARY,Self,CHEN61210D,2430465.68,243046.57,192,Q3,2024-07-20
USR000621,EYTPW0356T,2024-25,EQUITY_DIVIDEND,SmallBiz LLP,CHEN40093C,466451.62,46645.16,194,Q3,2024-11-12
USR000621,EYTPW0356T,2024-25,BUSINESS_INCOME,TechSoft Solutions,BLOR70010D,276838.69,0.0,,Q4,2024-07-29
USR000621,EYTPW0356T,2024-25,RENT,Self,CHEN49253A,60116.24,6011.62,194I,Q3,2024-11-27
USR000621,EYTPW0356T,2024-25,PROFESSIONAL_FEE,HDFC Bank,MUMR45302C,272370.79,27237.08,194J,Q4,2024-04-13
USR000621,EYTPW0356T,2024-25,RENT,Reliance Industries,BLOR74174B,414013.54,41401.35,194I,Q2,2025-01-11
USR000621,EYTPW0356T,2024-25,MF_DIVIDEND,ICICI Bank,BLOR79363B,234220.99,23422.1,194K,Q1,2025-02-24
USR000661,ETHPG3302Z,2024-25,EQUITY_DIVIDEND,HDFC Bank,HYDR65010D,257600.38,25760.04,194,Q1,2024-05-04
USR000661,ETHPG3302Z,2024-25,EQUITY_DIVIDEND,Acme Corp Pvt Ltd,CHEN11583D,190177.57,19017.76,194,Q1,2025-01-14
USR000735,GQDPO3656F,2024-25,RENT,Reliance Industries,HYDR16938C,498592.94,49859.29,194I,Q2,2025-01-19
USR000430,RQRPI1557R,2024-25,BUSINESS_INCOME,Self,CHEN77684A,80207.92,0.0,,Q4,2025-03-24
USR000430,RQRPI1557R,2024-25,FD_INTEREST,Self,DELI38365E,96495.9,9649.59,194A,Q2,2025-02-28
USR000430,RQRPI1557R,2024-25,SALARY,HDFC Bank,CHEN50756C,328790.48,32879.05,192,Q1,2024-04-19
USR000430,RQRPI1557R,2024-25,SALARY,Self,MUMR29700A,706846.21,70684.62,192,Q3,2024-12-20
USR000430,RQRPI1557R,2024-25,SB_INTEREST,TechSoft Solutions,MUMR13044E,14892.22,1489.22,194A,Q2,2024-11-30
USR000098,VCWPX9205H,2024-25,MF_DIVIDEND,Self,DELI83762A,98184.44,9818.44,194K,Q4,2024-05-29
USR000098,VCWPX9205H,2024-25,FD_INTEREST,ICICI Bank,BLOR99564A,180569.04,18056.9,194A,Q1,2024-04-15
USR000098,VCWPX9205H,2024-25,PROFESSIONAL_FEE,TechSoft Solutions,MUMR96612A,111353.58,11135.36,194J,Q4,2024-04-23
USR000098,VCWPX9205H,2024-25,SB_INTEREST,TechSoft Solutions,HYDR44011B,11295.54,1129.55,194A,Q4,2024-06-01
USR000098,VCWPX9205H,2024-25,SB_INTEREST,Reliance Industries,HYDR87111E,1750.56,175.06,194A,Q3,2024-07-07
USR000098,VCWPX9205H,2024-25,PROFESSIONAL_FEE,Acme Corp Pvt Ltd,BLOR64098C,389655.77,38965.58,194J,Q4,2024-05-12
USR000098,VCWPX9205H,2024-25,EQUITY_DIVIDEND,SBI,HYDR96232B,223172.41,22317.24,194,Q2,2024-07-02
USR000098,VCWPX9205H,2024-25,SB_INTEREST,SBI,CHEN55513B,13804.75,1380.48,194A,Q1,2024-05-24
USR000102,QYAPR2316D,2024-25,SB_INTEREST,TechSoft Solutions,CHEN66974B,2164.62,216.46,194A,Q1,2024-05-23
USR000102,QYAPR2316D,2024-25,FD_INTEREST,ICICI Bank,DELI49192D,128781.71,12878.17,194A,Q4,2024-10-18
USR000102,QYAPR2316D,2024-25,PROFESSIONAL_FEE,SmallBiz LLP,BLOR41385A,204025.17,20402.52,194J,Q2,2025-01-21
USR000102,QYAPR2316D,2024-25,RENT,SmallBiz LLP,HYDR18626A,497122.11,49712.21,194I,Q2,2025-03-09
USR000102,QYAPR2316D,2024-25,FD_INTEREST,Acme Corp Pvt Ltd,HYDR52282C,142758.87,14275.89,194A,Q4,2025-01-23
USR000102,QYAPR2316D,2024-25,EQUITY_DIVIDEND,TechSoft Solutions,HYDR82018E,253839.42,25383.94,194,Q2,2024-04-21
USR000102,QYAPR2316D,2024-25,SB_INTEREST,TechSoft Solutions,DELI98858B,6431.47,643.15,194A,Q3,2025-01-16
USR000102,QYAPR2316D,2024-25,PROFESSIONAL_FEE,HDFC Bank,CHEN28419C,365761.53,36576.15,194J,Q2,2024-10-16
USR000339,JXJPB4428W,2024-25,EQUITY_DIVIDEND,Reliance Industries,CHEN73720E,394845.19,39484.52,194,Q1,2024-07-04
USR000339,JXJPB4428W,2024-25,MF_DIVIDEND,HDFC Bank,CHEN10449A,349392.95,34939.3,194K,Q4,2024-06-29
USR000339,JXJPB4428W,2024-25,PROFESSIONAL_FEE,ICICI Bank,BLOR26621C,30674.76,3067.48,194J,Q4,2024-04-18
USR000339,JXJPB4428W,2024-25,RENT,TechSoft Solutions,MUMR57043E,62237.76,6223.78,194I,Q2,2024-11-23
USR000339,JXJPB4428W,2024-25,FD_INTEREST,SBI,DELI70307D,96798.09,9679.81,194A,Q2,2024-09-30
USR000339,JXJPB4428W,2024-25,MF_DIVIDEND,ICICI Bank,DELI41576B,216226.15,21622.62,194K,Q4,2024-10-29
USR000496,PVCPM4799Y,2024-25,BUSINESS_INCOME,Self,HYDR93636C,132714.31,0.0,,Q4,2024-09-23
USR000496,PVCPM4799Y,2024-25,SALARY,TechSoft Solutions,DELI65447C,533165.1,53316.51,192,Q3,2024-08-19
USR000496,PVCPM4799Y,2024-25,SB_INTEREST,ICICI Bank,CHEN60200D,6568.27,656.83,194A,Q3,2024-11-01
USR000904,UZMPX8798N,2024-25,MF_DIVIDEND,TechSoft Solutions,CHEN45932E,82492.69,8249.27,194K,Q3,2024-06-13
USR000904,UZMPX8798N,2024-25,MF_DIVIDEND,SmallBiz LLP,HYDR43420A,439882.0,43988.2,194K,Q4,2025-02-17
USR000904,UZMPX8798N,2024-25,MF_DIVIDEND,Reliance Industries,CHEN29878D,34472.43,3447.24,194K,Q3,2024-08-15
USR000904,UZMPX8798N,2024-25,EQUITY_DIVIDEND,Acme Corp Pvt Ltd,HYDR69140C,281036.69,28103.67,194,Q4,2025-03-29
USR000904,UZMPX8798N,2024-25,PROFESSIONAL_FEE,HDFC Bank,CHEN92721A,398747.2,39874.72,194J,Q1,2024-10-26
USR000904,UZMPX8798N,2024-25,EQUITY_DIVIDEND,Reliance Industries,MUMR84692C,462250.58,46225.06,194,Q3,2025-03-02
USR000758,LLMPR0776Z,2024-25,BUSINESS_INCOME,Self,CHEN43831C,497295.98,0.0,,Q1,2025-02-09
USR000758,LLMPR0776Z,2024-25,PROFESSIONAL_FEE,Reliance Industries,CHEN29495E,438333.42,43833.34,194J,Q3,2025-02-22
USR000758,LLMPR0776Z,2024-25,EQUITY_DIVIDEND,HDFC Bank,MUMR85460A,215923.25,21592.33,194,Q2,2024-05-21
USR000708,TWFPQ0704F,2024-25,EQUITY_DIVIDEND,TechSoft Solutions,DELI58280B,349291.46,34929.15,194,Q1,2025-02-08
USR000708,TWFPQ0704F,2024-25,SALARY,ICICI Bank,MUMR69646B,3409619.99,340962.0,192,Q3,2025-03-18
USR000708,TWFPQ0704F,2024-25,PROFESSIONAL_FEE,SBI,HYDR67458E,107230.28,10723.03,194J,Q1,2024-05-05
USR000708,TWFPQ0704F,2024-25,SALARY,TechSoft Solutions,BLOR42829D,555194.15,55519.42,192,Q1,2025-03-25
USR000708,TWFPQ0704F,2024-25,RENT,SBI,CHEN53893A,134238.07,13423.81,194I,Q2,2024-10-08
USR000708,TWFPQ0704F,2024-25,PROFESSIONAL_FEE,SBI,HYDR43853C,139628.44,13962.84,194J,Q3,2024-04-06
USR000805,TDIPK1912C,2024-25,RENT,SmallBiz LLP,DELI40704B,466705.22,46670.52,194I,Q1,2024-06-06
USR000805,TDIPK1912C,2024-25,PROFESSIONAL_FEE,HDFC Bank,DELI47768A,307970.46,30797.05,194J,Q2,2025-03-30
USR000805,TDIPK1912C,2024-25,SB_INTEREST,Acme Corp Pvt Ltd,DELI91091B,3374.37,337.44,194A,Q1,2024-11-06
USR000805,TDIPK1912C,2024-25,EQUITY_DIVIDEND,Acme Corp Pvt Ltd,MUMR89380C,90134.0,9013.4,194,Q1,2025-02-01
USR000805,TDIPK1912C,2024-25,PROFESSIONAL_FEE,HDFC Bank,HYDR59453E,359020.43,35902.04,194J,Q4,2024-08-01
USR000805,TDIPK1912C,2024-25,FD_INTEREST,ICICI Bank,CHEN54809C,215074.11,21507.41,194A,Q4,2024-10-13
USR000920,RQXPC3645P,2024-25,MF_DIVIDEND,SmallBiz LLP,BLOR30745A,155155.98,15515.6,194K,Q4,2024-06-06
USR000920,RQXPC3645P,2024-25,BUSINESS_INCOME,Self,BLOR17710A,53443.69,0.0,,Q1,2024-11-06
USR000155,OUDPK3909R,2024-25,SALARY,Acme Corp Pvt Ltd,DELI51193B,2827090.21,282709.02,192,Q1,2024-07-14
USR000155,OUDPK3909R,2024-25,EQUITY_DIVIDEND,Reliance Industries,BLOR13404B,405136.98,40513.7,194,Q2,2025-01-25
USR000155,OUDPK3909R,2024-25,FD_INTEREST,Reliance Industries,DELI37657A,200782.5,20078.25,194A,Q4,2025-03-29
USR000155,OUDPK3909R,2024-25,RENT,Self,HYDR79017C,29416.16,2941.62,194I,Q1,2025-01-30
USR000155,OUDPK3909R,2024-25,RENT,Self,MUMR48445E,67176.67,6717.67,194I,Q1,2025-03-09
USR000155,OUDPK3909R,2024-25,FD_INTEREST,Reliance Industries,CHEN81370D,121739.96,12174.0,194A,Q2,2024-11-13
